Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
Reinforcement Learning in Finance,Reinforcement Learning in Finance,New York University,,3.5,126,"New York University
Overview of Advanced Methods of Reinforcement Learning in Finance
Course
New York University
Fundamentals of Machine Learning in Finance
Course
New York University
Guided Tour of Machine Learning in Finance
Course
Coursera Project Network
Machine Learning con Pyspark aplicado al campo sanitario
Guided Project"
Moneyball and Beyond,Moneyball and Beyond,University of Michigan,,4.6,47,"Program data using Python to test the claims that lie behind the Moneyball story.
Use statistics to conduct your own team and  player analyses."
The Total Data Quality Framework,The Total Data Quality Framework,University of Michigan,,4.5,15,"Identify the essential differences between designed and gathered data.
Summarize the key dimensions of the Total Data Quality (TDQ) Framework.
Describe why data analysis defines an important dimension of the Total Data Quality framework.
Define the three measurement dimensions of the Total Data Quality framework."
Wearable Technologies and Sports Analytics,Wearable Technologies and Sports Analytics,University of Michigan,,4.5,33,Understand how wearable devices can be used to help characterize both training and performance.
Reproducible Research,Reproducible Research,Johns Hopkins University,,4.6,4157,"Organize data analysis to help make it more reproducible
Write up a reproducible data analysis using knitr
Determine the reproducibility of analysis project
Publish reproducible web documents using Markdown"
The R Programming Environment,The R Programming Environment,Johns Hopkins University,,4.3,1159,"Johns Hopkins University
Advanced R Programming
Course
Johns Hopkins University
Mastering Software Development in R
Specialization
Johns Hopkins University
Mastering Software Development in R Capstone
Course
Johns Hopkins University
Building Data Visualization Tools
Course"
Principles of fMRI 2,Principles of fMRI 2,Johns Hopkins University,,4.7,234,"Johns Hopkins University
Introduction to Neurohacking In R
Course
Johns Hopkins University
Principles of fMRI 1
Course
Johns Hopkins University
Fundamental Neuroscience for Neuroimaging
Course
Johns Hopkins University
Neuroscience and Neuroimaging
Specialization"
Publishing Visualizations in R with Shiny and flexdashboard,Publishing Visualizations in R with Shiny and flexdashboard,Johns Hopkins University,,4.9,63,"Johns Hopkins University
Data Visualization & Dashboarding with R
Specialization
Coursera Project Network
Как планировать посты в нескольких платформах с Hootsuite
Guided Project
Coursera Project Network
Créer un diagramme d’affinité avec Creately
Guided Project
Coursera Project Network
Premiers pas avec Studio de création Facebook
Guided Project"
Predictive Modeling and Analytics,Predictive Modeling and Analytics,University of Colorado Boulder,,3.6,590,"Apply exploratory data analysis to gain insights and prepare data for predictive modeling
 Summarize and visualize datasets using appropriate tools 
Identify modeling techniques for prediction of continuous and discrete outcomes
Identify appropriate graphs to explore and display datasets  "
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions","Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,,4.7,2479,"Rice University
Business Applications of Hypothesis Testing and Confidence Interval Estimation
Course
Rice University
Business Statistics and Analysis Capstone
Course
Rice University
Linear Regression for Business Statistics
Course
Google Cloud
Building Batch Data Pipelines on GCP em Português Brasileiro
Course"
Business Analytics for Decision Making,Business Analytics for Decision Making,University of Colorado Boulder,,4.6,1789,"Describe the significance of optimization in identifying optimal solutions for complex business problems
Implement optimization techniques to identify the best possible course of action among multiple alternatives
Judge the appropriateness of optimization techniques in finding optimal solutions for practical business challenges"
Machine Learning Algorithms: Supervised Learning Tip to Tail,Machine Learning Algorithms: Supervised Learning Tip to Tail,Alberta Machine Intelligence Institute,,4.7,410,"Alberta Machine Intelligence Institute
Data for Machine Learning
Course
Alberta Machine Intelligence Institute
Optimizing Machine Learning Performance
Course
Alberta Machine Intelligence Institute
Machine Learning: Algorithms in the Real World
Specialization
Duke University
Building a Bash Command-Line Tool
Guided Project"
Introduction to Applied Machine Learning,Introduction to Applied Machine Learning,Alberta Machine Intelligence Institute,,4.7,733,"Alberta Machine Intelligence Institute
Machine Learning: Algorithms in the Real World
Specialization
Alberta Machine Intelligence Institute
Machine Learning Algorithms: Supervised Learning Tip to Tail
Course
Alberta Machine Intelligence Institute
Data for Machine Learning
Course
Alberta Machine Intelligence Institute
Optimizing Machine Learning Performance
Course"
Serverless Data Processing with Dataflow: Foundations,Serverless Data Processing with Dataflow: Foundations,Google Cloud,,4.2,74,"Google Cloud
Serverless Data Processing with Dataflow: Develop Pipelines
Course
Google Cloud
Building Realtime Pipelines in Cloud Data Fusion
Project
Google Cloud
Google Cloud Pub/Sub: Qwik Start - Python
Project
Google Cloud
Serverless Machine Learning with Tensorflow on Google Cloud auf Deutsch
Course"
Design and Build a Data Warehouse for Business Intelligence Implementation,Design and Build a Data Warehouse for Business Intelligence Implementation,University of Colorado System,,4.6,284,"University of California, Irvine
Database Design and Operational Business Intelligence
Specialization
University of Colorado System
Relational Database Support for Data Warehouses
Course
University of Colorado System
Data Warehouse Concepts, Design, and Data Integration
Course
University of Colorado System
Business Intelligence Concepts, Tools, and Applications
Course"
Introduction to the Tidyverse,Introduction to the Tidyverse,Johns Hopkins University,,4.4,41,"Distinguish between tidy and non-tidy data
Describe how non-tidy data can be transformed into tidy data
Describe the Tidyverse ecosystem of packages
Organize and initialize a data science project"
Probabilistic Deep Learning with TensorFlow 2,Probabilistic Deep Learning with TensorFlow 2,Imperial College London,,4.7,99,"Imperial College London
TensorFlow 2 for Deep Learning
Specialization
Imperial College London
Customising your models with TensorFlow 2
Course
Imperial College London
Getting started with TensorFlow 2
Course
New York University
Fundamentals of Machine Learning in Finance
Course"
Developing Data Products,Developing Data Products,Johns Hopkins University,,4.6,2253,"Develop basic applications and interactive graphics using GoogleVis
Use Leaflet to create interactive annotated maps
Build an R Markdown presentation that includes a data visualization
Create a data product that tells a story to a mass audience"
Graph Analytics for Big Data,Graph Analytics for Big Data,University of California San Diego,,4.3,1257,"University of California San Diego
Big Data - Capstone Project
Course
Coursera Project Network
Créer un diagramme d’affinité avec Creately
Guided Project
Coursera Project Network
Créer des visuels Twitter pour entreprises avec PicMonkey
Guided Project
Coursera Project Network
Créer des visuels Facebook avec PicMonkey pour entreprises
Guided Project"
Linear Algebra: Orthogonality and Diagonalization,Linear Algebra: Orthogonality and Diagonalization,Johns Hopkins University,,4.9,14,"Johns Hopkins University
Calculus through Data & Modeling: Differentiation Rules
Course
Johns Hopkins University
Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors
Course
Johns Hopkins University
Linear Algebra: Linear Systems and Matrix Equations
Course
Coursera Project Network
Simple Parallel Coordinates Plot using d3 js
Guided Project"
Regression Modeling Fundamentals,Regression Modeling Fundamentals,SAS,,4.7,47,"SAS
Predictive Modeling with Logistic Regression using SAS
Course
University of California San Diego
Capstone: Analyzing (Social) Network Data
Course
University of Colorado Boulder
Rapid Prototyping of Embedded Interface Designs
Make progress toward a degree
Course
SAS
Creating Features for Time Series Data
Course"
Serverless Data Processing with Dataflow: Develop Pipelines,Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud,,4.1,38,"Google Cloud
Serverless Data Processing with Dataflow
Specialization
Google Cloud
Serverless Data Processing with Dataflow: Foundations
Course
Google Cloud
Serverless Machine Learning with Tensorflow on Google Cloud auf Deutsch
Course
Google Cloud
Cloud Scheduler: Qwik Start
Project"
Predictive Modeling and Machine Learning with MATLAB,Predictive Modeling and Machine Learning with MATLAB,MathWorks,,4.8,111,"Apply a full machine learning workflow, from cleaning data to training & evaluating models using a real-world dataset
Use apps to quickly train many machine learning models to find the best approach for your application
Customize training using cost matrices to emphasize important classes"
Generalized Linear Models and Nonparametric Regression,Generalized Linear Models and Nonparametric Regression,University of Colorado Boulder,,4.4,14,"Describe how to generalize the linear model framework to accommodate data that is not suitable for the standard linear regression model.
State some advantages and disadvantages of (generalized) additive models.
Describe how an additive model can be generalized to incorporate non-normal response variables (i.e., define a generalized additive model)."
Natural Language Processing in Microsoft Azure,Natural Language Processing in Microsoft Azure,Microsoft,,4.7,76,"How to describe features of Natural Language Processing (NLP) workloads on Azure 
How to identify features of common NLP Workload Scenarios
How to identify Azure tools and services for NLP workloads"
Linear Regression for Business Statistics,Linear Regression for Business Statistics,Rice University,,4.8,1336,"Rice University
Business Statistics and Analysis Capstone
Course
Rice University
Business Applications of Hypothesis Testing and Confidence Interval Estimation
Course
Rice University
Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions
Course
Duke University
핀테크 법률 및 정책
Course"
Getting started with TensorFlow 2,Getting started with TensorFlow 2,Imperial College London,,4.9,552,"Imperial College London
Customising your models with TensorFlow 2
Course
Imperial College London
TensorFlow 2 for Deep Learning
Specialization
Coursera Project Network
Analyze Text Data with Yellowbrick
Guided Project
Imperial College London
Probabilistic Deep Learning with TensorFlow 2
Course"
Nearest Neighbor Collaborative Filtering,Nearest Neighbor Collaborative Filtering,University of Minnesota,,4.3,304,"University of Minnesota
Matrix Factorization and Advanced Techniques
Course
University of Minnesota
Recommender Systems: Evaluation and Metrics
Course
Coursera Project Network
Linear Regression and Multiple Linear Regression in Julia
Guided Project
O.P. Jindal Global University
Unsupervised Learning and Its Applications in Marketing
Course"
Matrix Factorization and Advanced Techniques,Matrix Factorization and Advanced Techniques,University of Minnesota,,4.3,186,"University of Minnesota
Nearest Neighbor Collaborative Filtering
Course
EIT Digital
Advanced Recommender Systems
Course
Coursera Project Network
Linear Regression and Multiple Linear Regression in Julia
Guided Project
University of Minnesota
Recommender Systems Capstone
Course"
Fundamentals of Machine Learning in Finance,Fundamentals of Machine Learning in Finance,New York University,,3.8,328,"New York University
Guided Tour of Machine Learning in Finance
Course
New York University
Overview of Advanced Methods of Reinforcement Learning in Finance
Course
New York University
Reinforcement Learning in Finance
Course
Coursera Project Network
Machine Learning con Pyspark aplicado al campo sanitario
Guided Project"
Computational Social Science Methods,Computational Social Science Methods,"University of California, Davis",,4.7,325,"Examine the history and current challenges faced by Social Science through the digital revolution.
Configure a machine to create a database that can be used for analysis.
Discuss what is artificial intelligence (AI) and train a machine.
Discover how social networks and human dynamics create social systems and recognizable patterns."
SAS® Programming for Distributed Computing in SAS® Viya®,SAS® Programming for Distributed Computing in SAS® Viya®,SAS,,4.9,10,"Load data into SAS Cloud Analytic Services
Modify DATA step and SQL procedure code to execute in CAS
Use CAS-enabled procedures and CAS actions"
Relational Database Support for Data Warehouses,Relational Database Support for Data Warehouses,University of Colorado System,,4.6,588,"University of Colorado System
Design and Build a Data Warehouse for Business Intelligence Implementation
Course
University of Colorado System
Business Intelligence Concepts, Tools, and Applications
Course
University of California, Irvine
Database Design and Operational Business Intelligence
Specialization
University of Colorado System
Database Management Essentials
Course"
Framework for Data Collection and Analysis,Framework for Data Collection and Analysis,"University of Maryland, College Park",,4.2,732,"University of Michigan
Survey Data Collection and Analytics
Specialization
University of Michigan
Questionnaire Design for Social Surveys
Course
University of Pennsylvania
사회적 영향을 위한 비즈니스 전략
Course
University of Michigan
Data Collection: Online, Telephone and Face-to-face
Course"
Data Mining Pipeline,Data Mining Pipeline,University of Colorado Boulder,,3.3,45,"Identify the key components of the data mining pipeline and describe how they're related.
Identify particular challenges presented by each component of the data mining pipeline.
Apply techniques to address challenges in each component of the data mining pipeline."
Data Mining Methods,Data Mining Methods,University of Colorado Boulder,,3.8,19,"Identify the core functionalities of data modeling in the data mining pipeline
Apply techniques that can be used to accomplish the core functionalities of data modeling and explain how they work. 
Evaluate data modeling techniques, determine which is most suitable for a particular task, and identify potential improvements."
ANOVA and Experimental Design,ANOVA and Experimental Design,University of Colorado Boulder,,4.0,14,"Identify and interpret the two-way ANOVA (and ANCOVA) model(s) as a linear regression model.
Use the two-way ANOVA and ANCOVA models to answer research questions using real data.
Define and apply the concepts of replication, repeated measures, and full factorial design in the context of two-way ANOVA."
AI Workflow: AI in Production,AI Workflow: AI in Production,IBM ,,4.4,44,"IBM
AI Workflow: Data Analysis and Hypothesis Testing
Course
IBM
IBM AI Enterprise Workflow
Specialization
IBM
AI Workflow: Enterprise Model Deployment
Course
EDUCBA
Azure Network Engineer: AZ-700 Exam Prep & Certification
Specialization"
Business Applications of Hypothesis Testing and Confidence Interval Estimation,Business Applications of Hypothesis Testing and Confidence Interval Estimation,Rice University,,4.8,1301,"Rice University
Business Statistics and Analysis Capstone
Course
Rice University
Linear Regression for Business Statistics
Course
Duke University
핀테크 법률 및 정책
Course
Rice University
Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions
Course"
Cloud SQL for MySQL: Qwik Start,Cloud SQL for MySQL: Qwik Start,Google Cloud,,4.7,23,how to create and connect to a Google Cloud SQL MySQL instance and perform basic SQL operations  
Data for Machine Learning,Data for Machine Learning,Alberta Machine Intelligence Institute,,4.4,97,"Alberta Machine Intelligence Institute
Optimizing Machine Learning Performance
Course
Johns Hopkins University
Building Data Visualization Tools
Course
University of California San Diego
Internet of Things Capstone V2: Build a Mobile Surveillance System
Course
Alberta Machine Intelligence Institute
Introduction to Applied Machine Learning
Course"
Optimizing Machine Learning Performance,Optimizing Machine Learning Performance,Alberta Machine Intelligence Institute,,4.4,47,"Alberta Machine Intelligence Institute
Data for Machine Learning
Course
Alberta Machine Intelligence Institute
Machine Learning: Algorithms in the Real World
Specialization
Google Cloud
Reinforcement Learning: Qwik Start
Project
Alberta Machine Intelligence Institute
Introduction to Applied Machine Learning
Course"
"Data – What It Is, What We Can Do With It","Data – What It Is, What We Can Do With It",Johns Hopkins University,,4.6,151,"Johns Hopkins University
Data Literacy Capstone – Evaluating Research
Course
Johns Hopkins University
Measurement – Turning Concepts into Data
Course
SAS
Data Literacy in Practice
Course
Google Cloud
BigQuery Fundamentals for Oracle Professionals
Course"
Data Storage in Microsoft Azure for Associate Developers,Data Storage in Microsoft Azure for Associate Developers,Microsoft,,4.5,21,"The basics of storage management in Azure
How to create a Storage Account
How to choose the right model for your data"
Visualizing Data in the Tidyverse,Visualizing Data in the Tidyverse,Johns Hopkins University,,4.7,20,"Distinguish between various types of plots and their uses
Use the ggplot2 R package to develop data visualizations
Build effective data summary tables
Build data animations for visual storytelling"
Advanced Models for Decision Making,Advanced Models for Decision Making,University of Minnesota,,4.8,48,"University of Minnesota
Simulation Models for Decision Making
Course
University of Minnesota
Analytics for Decision Making
Specialization
EDUCBA
Azure Network Engineer: AZ-700 Exam Prep & Certification
Specialization
Coursera Project Network
Participatory NetLogo Simulations with HubNet
Guided Project"
Optimization for Decision Making,Optimization for Decision Making,University of Minnesota,,4.8,59,"Copenhagen Business School
Strategy Formulation
Course
University of Minnesota
Advanced Models for Decision Making
Course
Universidad de los Andes
Creación de diagramas de clases UML en GenMyModel
Guided Project
University of Minnesota
Simulation Models for Decision Making
Course"
Introduction to Predictive Modeling,Introduction to Predictive Modeling,University of Minnesota,,4.8,97,"University of Minnesota
Analytics for Decision Making
Specialization
Google Cloud
Production Machine Learning Systems - Español
Course
University of Minnesota
Simulation Models for Decision Making
Course
Universidad Autónoma Metropolitana
Rebo-binario
Course"
Case studies in business analytics with ACCENTURE,Case studies in business analytics with ACCENTURE,ESSEC Business School,,3.7,205,"ESSEC Business School
Strategic Business Analytics
Specialization
ESSEC Business School
Capstone: Create Value from Open Data
Course
University System of Georgia
The Good, Bad, and Ugly of Marketing - Jagdish Sheth
Course
ESSEC Business School
Foundations of marketing analytics
Course"
"Response Surfaces, Mixtures, and Model Building","Response Surfaces, Mixtures, and Model Building",Arizona State University,,4.7,61,"Conduct experiments w/computer models and understand how least squares regression is used to build an empirical model from experimental design data
Understand the response surface methodology strategy to conduct experiments where system optimization is the objective
Recognize how the response surface approach can be used for experiments where the factors are the components of a mixture
Recognize where the objective of the experiment is to minimize the variability transmitted into the response from uncontrollable factors"
Cluster Analysis in Data Mining,Cluster Analysis in Data Mining,University of Illinois at Urbana-Champaign,,4.5,403,"University of Illinois at Urbana-Champaign
Pattern Discovery in Data Mining
Course
University of Illinois at Urbana-Champaign
Text Retrieval and Search Engines
Course
University of Illinois at Urbana-Champaign
Text Mining and Analytics
Course
University of Colorado Boulder
Association Rules Analysis
Course"
Creating Advanced Reports with SAS Visual Analytics,Creating Advanced Reports with SAS Visual Analytics,SAS,,4.7,207,"How to create advanced data items (like calculated items and aggregated measures) in SAS Visual Analytics.
How to create advanced static and interactive filters and advanced ranks in SAS Visual Analytics.
How to create and apply parameters to make reports more dynamic in SAS Visual Analytics.     "
Predictive Modeling with Logistic Regression using SAS,Predictive Modeling with Logistic Regression using SAS,SAS,,4.6,52,"SAS
Regression Modeling Fundamentals
Course
SAS
Creating Advanced Reports with SAS Visual Analytics
Course
University of California San Diego
Capstone: Analyzing (Social) Network Data
Course
SAS
Preparing for the SAS® Viya® Programming Certification Exam
Course"
"Random Models, Nested and Split-plot Designs","Random Models, Nested and Split-plot Designs",Arizona State University,,4.6,30,"Design and analyze experiments where some of the factors are random
Design and analyze experiments where there are nested factors or hard-to-change factors
Analyze experiments with covariates
Design and analyze experiments with nonnormal response distributions"
"Business Intelligence Concepts, Tools, and Applications","Business Intelligence Concepts, Tools, and Applications",University of Colorado System,,4.5,625,"University of Colorado System
Design and Build a Data Warehouse for Business Intelligence Implementation
Course
University of Colorado System
Relational Database Support for Data Warehouses
Course
University of California, Irvine
Database Design and Operational Business Intelligence
Specialization
University of Colorado System
Data Warehouse Concepts, Design, and Data Integration
Course"
Advanced Business Analytics Capstone,Advanced Business Analytics Capstone,University of Colorado Boulder,,4.3,80,"Create a well-structured and compelling presentation that showcases the most relevant and impactful insights from the analytics project
Design and customize predictive analytics models for loan classification and loss prediction
Devise investment fund allocation recommendations based on clustering and simulation-based optimization techniques"
Advanced R Programming,Advanced R Programming,Johns Hopkins University,,4.2,569,"Johns Hopkins University
The R Programming Environment
Course
Johns Hopkins University
Building R Packages
Course
Johns Hopkins University
Mastering Software Development in R
Specialization
Johns Hopkins University
Building Data Visualization Tools
Course"
Building R Packages,Building R Packages,Johns Hopkins University,,4.1,221,"Johns Hopkins University
The R Programming Environment
Course
Johns Hopkins University
Mastering Software Development in R Capstone
Course
Meta
مقدمة إلى تطوير تطبيقات الهاتف المحمول لنظام iOS
Course
Meta
مقدمة إلى تطوير تطبيقات Android للهاتف المحمول
Course"
Functional Programming in Scala Capstone,Functional Programming in Scala Capstone,École Polytechnique Fédérale de Lausanne,,4.4,543,"École Polytechnique Fédérale de Lausanne
Functional Program Design in Scala (Scala 2 version)
Course
Google Cloud
Getting Started with Splunk Cloud GDI on Google Cloud
Project
EDUCBA
Splunk Query Language and Data Analysis
Course
École Polytechnique Fédérale de Lausanne
Parallel programming (Scala 2 version)
Course"
Fundamentals of Data Visualization,Fundamentals of Data Visualization,University of Colorado Boulder,,4.7,24,"Develop a toolkit for exploring and communicating complex data using visualization
Produce basic data visualizations using a chosen dataset
Compare methods for visualizing data and understand how these methods may guide users towards different conclusions
Evaluate how effectively a visualization conveys target data"
Customising your models with TensorFlow 2,Customising your models with TensorFlow 2,Imperial College London,,4.8,186,"Imperial College London
Probabilistic Deep Learning with TensorFlow 2
Course
Imperial College London
TensorFlow 2 for Deep Learning
Specialization
Imperial College London
Getting started with TensorFlow 2
Course
Arizona State University
Python: A Guided Journey from Introduction to Application
Specialization"
Data Analysis Using SQL,Data Analysis Using SQL,Fractal Analytics,,4.6,19,"Extract relevant data from the database in a time efficient manner
Build powerful SQL queries to derive insights
Analyse and manage large datasets, and derive inferences from complex relational database
Enable students to create and modify databases for relevant business problems"
Data Analysis and Reporting in SAS Visual Analytics,Data Analysis and Reporting in SAS Visual Analytics,SAS,,4.8,349,"SAS
Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics
Course
SAS
Performing Network, Path, and Text Analyses in SAS Visual Analytics
Course
SAS
Creating Advanced Reports with SAS Visual Analytics
Course
Google Cloud
Using Beam ML to catch Toxicity in Gaming
Project"
Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,SAS,,4.8,214,"SAS
Performing Network, Path, and Text Analyses in SAS Visual Analytics
Course
SAS
Creating Advanced Reports with SAS Visual Analytics
Course
SAS
Distributed Programming in SAS® Viya® for Data Analysts
Specialization
University of California San Diego
Capstone: Analyzing (Social) Network Data
Course"
Solve Business Problems with AI and Machine Learning,Solve Business Problems with AI and Machine Learning,CertNexus,,4.2,44,"Identify appropriate applications of AI and machine learning within a given business situation.
Formulate a machine learning approach to solve specific business problems.
Select appropriate tools to solve given machine learning problems.
Protect data privacy and promote ethical practices when developing and deploying AI and machine learning projects."
Machine Learning for Data Analysis,Machine Learning for Data Analysis,Wesleyan University,,4.2,322,"Wesleyan University
Data Analysis and Interpretation
Specialization
Coursera Project Network
Aggregate Data with LibreOffice Base Queries
Guided Project
Coursera Project Network
Working with Datasets
Guided Project
Coursera Project Network
Join Tables in an SQL Query in LibreOffice Base
Guided Project"
Building Data Visualization Tools,Building Data Visualization Tools,Johns Hopkins University,,4.0,156,"Johns Hopkins University
Mastering Software Development in R
Specialization
Codio
SQL for Security Specialist
Course
Universidades Anáhuac
Análisis de datos empresariales con R
Course
Johns Hopkins University
Advanced R Programming
Course"
Business intelligence and data warehousing,Business intelligence and data warehousing,Universidad Nacional Autónoma de México,,3.9,98,"Universidad Nacional Autónoma de México
NoSQL systems
Course
Universidad Nacional Autónoma de México
Database systems
Specialization
University of California San Diego
Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists
Course
L&T EduTech
Design Concepts in Metro Rails
Course"
Managing Machine Learning Projects with Google Cloud,Managing Machine Learning Projects with Google Cloud,Google Cloud,,4.6,3608,"Explore common machine learning use cases implemented by businesses.
Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. 
Identify the requirements to build, train, and evaluate an ML model. 
Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. "
Introduction to Python Functions,Introduction to Python Functions,University of Colorado Boulder,,4.8,38,"By successfully completing this course, you will be able to use functions predefined in Python and in Python packages.
You will also be able to define Python functions."
"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats","The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",SAS,,4.8,146,"Participate in the deployment of machine learning
Identify potential machine learning deployments that will generate value for your organization
Report on the predictive performance of machine learning and the profit it generates
Understand the potential of machine learning and avoid the false promises of “artificial intelligence”"
Launching Machine Learning: Delivering Operational Success with Gold Standard ML Leadership,Launching Machine Learning: Delivering Operational Success with Gold Standard ML Leadership,SAS,,4.8,75,"Apply ML: Identify opportunities where machine learning can improve marketing, sales, financial credit scoring, insurance, fraud detection, and more
Plan ML: Determine the way machine learning will be operationally integrated and deployed, and the staffing and data requirements to get there
Greenlight ML: Forecast the effectiveness of a machine learning project and then internally sell it, gaining buy-in from your colleagues
Lead ML: Manage a machine learning project, from the generation of predictive models to their launch"
Big Data - Capstone Project,Big Data - Capstone Project,University of California San Diego,,4.4,393,"University of California San Diego
Graph Analytics for Big Data
Course
University of California San Diego
Big Data Integration and Processing
Course
University of California San Diego
Big Data Modeling and Management Systems
Course
Tecnológico de Monterrey
Design and innovation of business model
Course"
Data Management and Visualization,Data Management and Visualization,Wesleyan University,,4.4,931,"Wesleyan University
Data Analysis and Interpretation
Specialization
Wesleyan University
Data Analysis Tools
Course
Wesleyan University
Regression Modeling in Practice
Course
Coursera Project Network
Aggregate Data with LibreOffice Base Queries
Guided Project"
Mathematical Biostatistics Boot Camp 2,Mathematical Biostatistics Boot Camp 2,Johns Hopkins University,,4.3,129,"Johns Hopkins University
Mathematical Biostatistics Boot Camp 1
Course
Johns Hopkins University
Advanced Linear Models for Data Science 1: Least Squares
Course
University of Michigan
مقدمة عن CSS3
Course
Johns Hopkins University
Advanced Linear Models for Data Science 2: Statistical Linear Models
Course"
"Build Decision Trees, SVMs, and Artificial Neural Networks","Build Decision Trees, SVMs, and Artificial Neural Networks",CertNexus,,4.9,11,"Train and evaluate decision trees and random forests for regression and classification.
Train and evaluate support-vector machines (SVM) for regression and classification.
Train and evaluate multi-layer perceptron (ML) artificial neural networks (ANN) for regression and classification.
Train and evaluate convolutional neural networks (CNN) and recurrent neural networks (RNN) for computer vision and natural language processing tasks."
Recommender Systems: Evaluation and Metrics,Recommender Systems: Evaluation and Metrics,University of Minnesota,,4.4,232,"University of Minnesota
Introduction to Recommender Systems: Non-Personalized and Content-Based
Course
University of Minnesota
Nearest Neighbor Collaborative Filtering
Course
EIT Digital
Advanced Recommender Systems
Course
University of Minnesota
Matrix Factorization and Advanced Techniques
Course"
Structured Approach to Problem Solving,Structured Approach to Problem Solving,Fractal Analytics,,4.8,52," Explain the lifecycle of DS project and role of structured thinking in DS project.
 Define a problem statement using the SMART framework. Explain the activities, best practices, and pitfalls in the implementation phase.
 Construct MECE issue tree to break-down business problems into parts. Create a problem statement worksheet to scope business problems. 
Explain the role of human centered design during solutioning of business problems."
Data Visualization Best Practices,Data Visualization Best Practices,"University of California, Irvine",,3.9,14,"University of California, Irvine
iOS Project: Transreality Game
Course
Alberta Machine Intelligence Institute
Optimizing Machine Learning Performance
Course
Universitat Autònoma de Barcelona
Principales procesos grupales en las organizaciones
Course
Alberta Machine Intelligence Institute
Data for Machine Learning
Course"
AI Workflow: Business Priorities and Data Ingestion,AI Workflow: Business Priorities and Data Ingestion,IBM ,,4.3,151,"IBM
AI Workflow: Data Analysis and Hypothesis Testing
Course
IBM
AI Workflow: Enterprise Model Deployment
Course
Google Cloud
Introduction to AI and Machine Learning on GC - 简体中文
Course
Google Cloud
VPC Networks - Controlling Access
Project"
AI Workflow: Enterprise Model Deployment,AI Workflow: Enterprise Model Deployment,IBM ,,4.2,49,"IBM
AI Workflow: AI in Production
Course
IBM
AI Workflow: Data Analysis and Hypothesis Testing
Course
Google Cloud
VPC Networks - Controlling Access
Project
IBM
AI Workflow: Machine Learning, Visual Recognition and NLP
Course"
AI Workflow: Feature Engineering and Bias Detection,AI Workflow: Feature Engineering and Bias Detection,IBM ,,4.4,68,"IBM
AI Workflow: Data Analysis and Hypothesis Testing
Course
IBM
AI Workflow: Enterprise Model Deployment
Course
IBM
AI Workflow: AI in Production
Course
Google Cloud
VPC Networks - Controlling Access
Project"
Computer Simulations,Computer Simulations,"University of California, Davis",,4.5,79,"University of California, Davis
Computational Social Science Capstone Project
Course
Coursera Project Network
Participatory NetLogo Simulations with HubNet
Guided Project
Coursera Project Network
Blocks-based ABM with NetTango
Guided Project
Coursera Project Network
RStudio for Six Sigma - Monte Carlo Simulation
Guided Project"
Computational Social Science Capstone Project,Computational Social Science Capstone Project,"University of California, Davis",,4.6,37,"University of California, Davis
Computational Social Science Methods
Course
University of California, Davis
Computer Simulations
Course
University of California, Davis
Computational Social Science
Specialization
University of Michigan
Politics and Ethics of Data Analytics in the Public Sector
Course"
Relational database systems,Relational database systems,Universidad Nacional Autónoma de México,,4.4,441,"University of Illinois at Urbana-Champaign
لوسائط الرقمية واستراتيجيات التسويق
Course
Universidad Nacional Autónoma de México
Database systems
Specialization
Columbia University
Supporting Veteran Success in Higher Education
Course
Universidad de Palermo
Dirección y Gestión de Negocios
Specialization"
NoSQL systems,NoSQL systems,Universidad Nacional Autónoma de México,,4.3,162,"Universidad Nacional Autónoma de México
Relational database systems
Course
Google Cloud
Creating BigQuery Datasets, Visualizing Insights - Português
Course
Whizlabs
Getting Started with Apache Cassandra
Course
Universidad Nacional Autónoma de México
Database systems
Specialization"
Designing data-intensive applications,Designing data-intensive applications,Universidad Nacional Autónoma de México,,4.3,37,"Amazon Web Services
Amazon Redshift Service Primer
Course
Meta
Temas avanzados de MySQL
Course
Rice University
Parallel, Concurrent, and Distributed Programming in Java
Specialization
Universidad Nacional Autónoma de México
Estructura de capital y política de dividendos
Course"
Data Engineering in AWS,Data Engineering in AWS,Whizlabs,,3.3,11," Analyze various data gathering techniques  
 Analyze techniques to handle missing data  
 Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  "
Demand Forecasting Using Time Series,Demand Forecasting Using Time Series,LearnQuest,,3.3,24,"Building ARIMA models in Python to make demand predictions
Developing the framework for more advanced neural netowrks (such as LSTMs) by understanding autocorrelation and autoregressive models."
